"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"33733","282",3,"1",960000,"3","51","22","149","166","3","2","2",1228,"9",-38.10471,145.14203,"6","309"
"33734","282",3,"1",955000,"3","133","22","149","166","3","2","2",1000,"9",-38.11526,145.12831,"6","309"
"33735","282",4,"1",499000,"3","51","22","149","166","4","2","0",539,"9",-38.10968,145.14148,"6","309"
"33736","284",3,"1",1020000,"8","168","22","173","7","3","1","0",213,"18",-37.80563,144.89352,"8","109"
"33737","284",4,"1",1085000,"6","340","22","173","7","4","1","0",258,"18",-37.80692,144.89513,"8","109"
"33738","287",4,"1",1030000,"6","168","22","183","10","4","3","2",212,"12",-37.83187,144.87164,"8","343"
"33739","288",2,"1",1087000,"3","214","22","10","172","2","1","0",141,"28",-37.83284,144.96622,"7","260"
"33740","288",3,"1",3050000,"3","214","22","10","172","3","2","0",150,"28",-37.83846,144.96262,"7","260"
"33741","288",3,"1",1640000,"8","214","22","10","172","3","2","0",105,"28",-37.83574,144.96243,"7","260"
"33742","288",4,"1",2000000,"3","126","22","10","172","4","3","1",273,"28",-37.83442,144.95489,"7","260"
"33743","288",3,"1",2000000,"3","126","22","10","172","3","1","1",179,"28",-37.84047,144.95941,"7","260"
"33744","288",2,"1",1840000,"3","126","22","10","172","2","1","1",177,"28",-37.83706,144.94977,"7","260"
"33747","289",3,"1",635000,"3","387","22","89","186","3","2","2",351,"31",-37.62444,145.06902,"4","306"
"33750","289",3,"1",681000,"3","132","22","89","186","3","2","2",632,"31",-37.64754,145.09858,"4","306"
"33751","289",4,"1",702000,"3","24","22","89","186","4","2","2",714,"31",-37.62287,145.0906,"4","306"
"33752","290",3,"1",2160000,"3","171","22","84","112","3","2","0",217,"20",-37.84305,144.98701,"7","53"
"33756","290",3,"1",1950000,"4","139","22","84","112","3","1","0",252,"20",-37.84181,144.98798,"7","53"
"33765","293",3,"1",861000,"3","337","22","91","140","3","1","4",743,"11",-37.94263,145.1575,"6","290"
"33766","293",3,"1",1100000,"1","179","22","91","140","3","1","2",612,"11",-37.95437,145.15289,"6","290"
"33768","293",3,"1",1120000,"1","201","22","91","140","3","1","2",875,"11",-37.94282,145.15888,"6","290"
"33769","293",3,"1",753000,"3","193","22","91","140","3","1","2",515,"11",-37.94839,145.15883,"6","290"
"33770","293",3,"1",810000,"3","133","22","91","140","3","1","1",581,"11",-37.95157,145.14031,"6","290"
"33772","295",3,"1",475000,"3","24","22","46","15","3","1","1",478,"5",-37.75501,144.80459,"8","46"
"33773","295",3,"1",670000,"6","139","22","46","15","3","1","1",730,"5",-37.75709,144.80162,"8","46"
"33776","295",3,"1",901000,"3","24","22","46","15","3","1","2",696,"5",-37.75498,144.80705,"8","46"
"33777","295",3,"1",651000,"3","375","22","46","15","3","1","2",558,"5",-37.74935,144.81145,"8","46"
"33779","297",4,"1",3600000,"8","214","22","172","150","4","2","1",596,"28",-37.86429,144.97382,"7","39"
"33781","298",5,"1",3300000,"3","246","22","201","33","5","5","2",1076,"24",-37.73896,144.92131,"8","155"
"33784","300",3,"1",498000,"3","387","22","138","181","3","1","2",584,"13",-37.57792,144.70747,"8","47"
"33785","300",4,"1",592000,"6","260","22","138","181","4","2","2",609,"13",-37.58752,144.69896,"8","47"
"33786","300",3,"1",545000,"6","260","22","138","181","3","1","3",651,"13",-37.58776,144.7117,"8","47"
"33788","300",4,"1",578000,"3","197","22","138","181","4","3","2",683,"13",-37.56614,144.72672,"8","47"
"33790","301",3,"1",792500,"6","139","22","15","14","3","1","4",708,"5",-37.79981,144.82365,"8","181"
"33793","301",3,"1",805000,"3","24","22","15","14","3","1","0",585,"5",-37.78964,144.83475,"8","181"
"33794","301",3,"1",750000,"6","29","22","15","14","3","1","3",604,"5",-37.77961,144.84391,"8","181"
"33795","302",2,"1",600000,"1","98","22","15","14","2","1","2",612,"5",-37.76914,144.82632,"8","196"
"33796","302",4,"1",700000,"1","29","22","15","14","4","2","1",719,"5",-37.76645,144.83532,"8","196"
"33797","302",3,"1",695000,"3","98","22","15","14","3","1","2",697,"5",-37.76374,144.82401,"8","196"
"33799","303",3,"1",760000,"3","24","22","15","14","3","1","1",603,"5",-37.79146,144.82045,"8","276"
"33800","303",3,"1",613000,"3","29","22","15","14","3","1","1",577,"5",-37.79812,144.81682,"8","276"
"33801","303",3,"2",535000,"1","98","22","15","14","3","2","2",166,"5",-37.79498,144.79227,"8","276"
"33802","303",3,"2",510000,"1","24","22","15","14","3","1","1",152,"5",-37.79057,144.82188,"8","276"
"33803","303",3,"1",830000,"3","387","22","15","14","3","1","1",930,"5",-37.78628,144.79957,"8","276"
"33805","304",3,"1",1635000,"3","139","22","12","99","3","2","3",606,"4",-37.83012,145.1027,"7","243"
"33807","304",3,"1",2125000,"3","106","22","12","99","3","1","4",808,"4",-37.83032,145.10908,"7","243"
"33810","304",4,"1",2665000,"6","139","22","12","99","4","3","2",444,"4",-37.82144,145.09627,"7","243"
"33812","304",5,"1",2220000,"6","253","22","12","99","5","1","3",780,"4",-37.81874,145.08852,"7","243"
"33813","306",3,"1",465000,"4","387","22","73","22","3","2","2",355,"32",-37.84869,144.66707,"8","3"
"33815","307",4,"1",720000,"1","24","22","72","29","4","2","2",601,"21",-37.71823,144.75695,"8","197"
"33816","307",3,"1",655000,"3","387","22","72","29","3","2","2",621,"21",-37.71542,144.75897,"8","197"
"33817","310",4,"1",1488000,"3","384","22","58","85","4","2","2",719,"17",-37.75579,145.139,"2","265"
"33818","310",3,"1",1390000,"6","171","22","58","85","3","2","2",813,"17",-37.75302,145.1553,"2","265"
"33819","310",4,"1",1370000,"8","106","22","58","85","4","2","2",781,"17",-37.75726,145.14123,"2","265"
"33820","310",3,"1",1496000,"3","106","22","58","85","3","2","2",722,"17",-37.77459,145.14123,"2","265"
"33822","311",3,"1",1260000,"6","171","22","31","86","3","1","1",653,"17",-37.77643,145.12103,"2","240"
"33826","313",3,"1",920000,"3","294","22","56","61","3","1","2",703,"31",-37.68025,145.02097,"4","305"
"33827","313",3,"1",639000,"3","204","22","56","61","3","1","2",538,"31",-37.67839,144.9974,"4","305"
"33829","313",3,"1",670000,"3","132","22","56","61","3","1","1",535,"31",-37.67385,144.99679,"4","305"
"33830","313",3,"1",670000,"3","132","22","56","61","3","1","2",602,"31",-37.68309,145.03614,"4","305"
"33833","314",3,"1",1530000,"3","171","22","191","58","3","1","2",442,"8",-37.76113,144.99212,"4","329"
"33834","314",3,"2",735000,"3","384","22","191","58","3","2","2",131,"8",-37.76107,145.02639,"4","329"
"33836","314",3,"1",1190000,"3","75","22","191","58","3","1","1",338,"8",-37.76294,145.00348,"4","329"
"33837","314",2,"1",816000,"3","204","22","191","58","2","1","2",166,"8",-37.75773,144.98542,"4","329"
"33839","314",3,"1",1185000,"3","384","22","191","58","3","2","2",313,"8",-37.75879,144.99196,"4","329"
"33841","315",3,"1",2300000,"1","315","22","157","113","3","2","1",230,"29",-37.84387,145.00687,"7","287"
"33844","315",4,"1",4800000,"8","214","22","157","113","4","1","2",841,"29",-37.8451,145.00504,"7","287"
"33845","316",2,"1",972000,"3","246","22","159","25","2","1","4",315,"24",-37.7778,144.93439,"8","8"
"33846","316",4,"1",1450000,"3","151","22","159","25","4","2","2",636,"24",-37.77745,144.93128,"8","8"
"33847","316",2,"1",1100000,"8","246","22","159","25","2","1","1",317,"24",-37.78168,144.93733,"8","8"
"33850","320",4,"1",1010000,"3","253","22","66","104","4","1","2",620,"19",-37.83347,145.191,"2","195"
"33851","320",4,"1",1145000,"3","171","22","66","104","4","2","2",758,"19",-37.84299,145.20459,"2","195"
"33853","321",3,"1",942000,"3","24","22","66","104","3","2","2",447,"30",-37.85562,145.19077,"2","199"
"33854","321",3,"1",1120000,"6","294","22","66","104","3","2","2",647,"30",-37.85785,145.17049,"2","199"
"33855","323",4,"1",1150000,"8","234","22","207","69","4","2","2",585,"2",-37.74127,145.08848,"2","123"
"33857","326",3,"1",903000,"3","253","22","51","123","3","2","2",559,"15",-37.85872,145.22935,"2","241"
"33859","327",3,"1",820000,"6","133","22","51","123","3","1","2",710,"15",-37.86282,145.25094,"2","284"
"33861","327",3,"1",980000,"3","133","22","51","123","3","2","2",650,"15",-37.88812,145.22391,"2","284"
"33863","327",3,"1",900500,"3","133","22","51","123","3","1","2",720,"15",-37.85964,145.24186,"2","284"
"33864","328",5,"1",3250000,"3","24","22","92","90","5","3","6",4330,"17",-37.76192,145.19617,"2","82"
"33865","331",3,"1",730000,"3","46","22","49","71","3","1","1",600,"2",-37.7164,145.0849,"4","101"
"33866","332",3,"1",760000,"3","24","22","49","71","3","2","2",536,"2",-37.69279,145.08902,"4","50"
"33867","334",3,"1",538000,"3","139","22","51","23","3","2","1",510,"32",-37.88111,144.65365,"8","64"
"33869","334",4,"1",470000,"6","139","22","51","23","4","1","2",681,"32",-37.88707,144.67619,"8","64"
"33870","334",3,"1",474000,"6","340","22","51","23","3","2","1",592,"32",-37.88933,144.63651,"8","64"
"33871","334",4,"1",490000,"3","24","22","51","23","4","2","2",568,"32",-37.87653,144.66651,"8","64"
"33872","334",3,"1",491500,"3","294","22","51","23","3","1","2",514,"32",-37.88318,144.66005,"8","64"
"33873","334",4,"1",580000,"3","288","22","51","23","4","2","2",451,"32",-37.90813,144.63034,"8","64"
"33874","334",3,"1",430000,"6","126","22","51","23","3","1","2",302,"32",-37.88006,144.65671,"8","64"
"33877","336",3,"1",765000,"3","168","22","185","8","3","1","1",193,"18",-37.80315,144.8664,"8","229"
"33878","336",4,"1",1205000,"1","246","22","185","8","4","2","1",396,"18",-37.79634,144.88028,"8","229"
"33879","336",4,"1",1230000,"3","168","22","185","8","4","2","2",353,"18",-37.79175,144.87185,"8","229"
"33880","337",2,"1",1200000,"8","366","22","125","4","2","1","1",136,"20",-37.80817,144.95222,"4","93"
"33881","338",4,"1",595000,"3","387","22","63","40","4","1","3",540,"13",-37.67889,144.88183,"4","111"
"33882","338",3,"1",575000,"3","387","22","63","40","3","1","0",555,"13",-37.68017,144.89853,"4","111"
"33883","338",2,"1",466000,"3","292","22","63","40","2","1","1",243,"13",-37.67908,144.8971,"4","111"
"33884","339",3,"1",1150000,"8","133","22","65","121","3","2","2",697,"23",-37.90405,145.18611,"6","289"
"33887","339",4,"1",1800000,"3","24","22","65","121","4","4","2",650,"23",-37.90269,145.19139,"6","289"
"33888","339",4,"1",1280000,"3","24","22","65","121","4","3","2",678,"23",-37.91318,145.1858,"6","289"
"33889","339",4,"1",950000,"1","24","22","65","121","4","2","2",743,"23",-37.91088,145.20153,"6","289"
"33890","343",4,"1",1600000,"1","380","22","189","11","4","3","2",509,"12",-37.8621,144.88598,"8","268"
"33891","343",3,"1",1570000,"6","380","22","189","11","3","2","2",225,"12",-37.86221,144.88596,"8","268"
"33892","343",3,"1",1450000,"6","380","22","189","11","3","1","1",445,"12",-37.8512,144.89095,"8","268"
"33893","343",5,"1",1924000,"3","380","22","189","11","5","3","2",192,"12",-37.86402,144.88162,"8","268"
"33895","343",3,"1",1150000,"6","380","22","189","11","3","2","2",330,"12",-37.85714,144.87523,"8","268"
"33896","343",3,"1",1150000,"6","380","22","189","11","3","2","2",270,"12",-37.85681,144.87529,"8","268"
"33898","345",4,"1",2400000,"6","184","22","162","149","4","3","1",201,"28",-37.85311,144.99034,"7","202"
"33899","346",3,"1",600000,"6","139","22","109","185","3","2","2",360,"31",-37.6136,144.99863,"4","138"
"33900","346",4,"1",615000,"3","132","22","109","185","4","2","2",392,"31",-37.61252,145.04288,"4","138"
"33901","348",4,"1",535000,"6","340","22","116","18","4","2","2",545,"32",-37.8955,144.61192,"8","233"
"33904","348",3,"1",421000,"3","139","22","116","18","3","1","1",259,"32",-37.88721,144.6246,"8","233"
"33906","348",4,"1",510000,"3","139","22","116","18","4","2","2",472,"32",-37.88102,144.63138,"8","233"
"33907","349",3,"1",825000,"3","24","22","34","70","3","1","1",642,"2",-37.72966,145.08211,"4","43"
"33910","351",3,"1",1090000,"3","168","22","184","9","3","1","2",240,"18",-37.81943,144.88703,"8","273"
"33911","351",3,"1",1125000,"3","364","22","184","9","3","1","1",294,"18",-37.81973,144.89735,"8","273"
"33912","351",3,"1",1575000,"1","126","22","184","9","3","1","3",597,"18",-37.81281,144.88912,"8","273"
"33914","351",2,"1",939000,"6","139","22","184","9","2","1","1",188,"18",-37.81449,144.88065,"8","273"
"33915","351",3,"1",855000,"3","168","22","184","9","3","1","2",207,"18",-37.81846,144.89216,"8","273"
"33916","351",3,"1",1200000,"6","168","22","184","9","3","1","0",268,"18",-37.81968,144.89142,"8","273"
"33918","3",3,"1",640000,"1","24","39","14","34","3","2","1",281,"24",-37.72896,144.88084,"8","164"
"33922","6",2,"1",655000,"3","98","39","15","14","2","1","2",463,"5",-37.78159,144.82373,"8","90"
"33923","6",3,"2",600000,"3","29","39","15","14","3","2","2",187,"5",-37.77804,144.81643,"8","90"
"33925","7",4,"1",2300000,"1","221","39","179","64","4","2","2",352,"8",-37.78154,145.03326,"4","92"
"33928","9",3,"1",632500,"3","24","39","58","21","3","1","4",530,"12",-37.88698,144.78551,"8","294"
"33929","10",3,"1",860000,"3","126","39","212","19","3","2","2",323,"12",-37.83015,144.85064,"8","232"
"33930","11",3,"1",641000,"1","282","39","35","16","3","1","4",560,"5",-37.77508,144.80053,"8","36"
"33932","12",4,"1",4250000,"1","214","39","184","114","4","3","2",550,"29",-37.8604,145.01852,"7","221"
"33936","13",3,"1",1320000,"3","43","39","159","25","3","1","2",438,"24",-37.77451,144.9025,"8","274"
"33937","13",3,"2",953000,"3","43","39","159","25","3","1","2",370,"24",-37.78129,144.9201,"8","274"
"33938","13",3,"1",1080000,"3","43","39","159","25","3","2","2",223,"24",-37.77748,144.90652,"8","274"
"33939","13",4,"1",1341000,"3","246","39","159","25","4","1","2",343,"24",-37.77271,144.90959,"8","274"
"33941","15",3,"1",1554000,"3","139","39","12","118","3","2","4",698,"23",-37.86131,145.09638,"7","135"
"33942","15",4,"1",1850000,"3","51","39","12","118","4","3","2",746,"23",-37.86491,145.09752,"7","135"
"33943","15",5,"1",1975000,"3","55","39","12","118","5","5","2",725,"23",-37.86486,145.1113,"7","135"
"33945","15",4,"1",1185500,"3","51","39","12","118","4","2","2",710,"23",-37.86164,145.09379,"7","135"
"33947","17",4,"1",1110500,"6","24","39","94","163","4","3","2",619,"14",-38.01882,145.12407,"6","94"
"33948","17",3,"1",750000,"1","294","39","94","163","3","1","1",560,"14",-38.017,145.10766,"6","94"
"33950","18",4,"1",550000,"3","368","39","63","40","4","2","2",335,"13",-37.67292,144.88881,"4","22"
"33951","18",4,"1",805000,"1","24","39","63","40","4","2","2",630,"13",-37.6712,144.87911,"4","22"
"33952","19",3,"1",1000000,"6","239","39","213","27","3","1","3",576,"24",-37.76461,144.86563,"8","209"
"33953","19",3,"1",810000,"1","239","39","213","27","3","1","2",525,"24",-37.77278,144.85418,"8","209"
"33954","19",4,"1",820000,"3","239","39","213","27","4","1","1",504,"24",-37.77244,144.85696,"8","209"
"33956","22",3,"1",1467500,"3","221","39","185","151","3","1","2",222,"28",-37.8731,144.99168,"7","141"
"33958","22",4,"1",1550000,"3","378","39","185","151","4","2","2",467,"28",-37.87245,144.9976,"7","141"
"33960","22",2,"1",1160000,"3","221","39","185","151","2","1","1",178,"28",-37.86991,144.99244,"7","141"
"33961","23",5,"1",4350000,"8","214","39","198","82","5","5","2",641,"4",-37.80862,145.07452,"7","251"
"33965","24",4,"1",2440000,"8","106","39","214","83","4","3","1",1011,"4",-37.79467,145.0879,"7","301"
"33966","24",3,"1",1800000,"8","214","39","214","83","3","1","2",676,"4",-37.79162,145.08315,"7","301"
"33967","24",4,"1",1562000,"3","106","39","214","83","4","2","1",436,"4",-37.80088,145.066,"7","301"
"33969","24",3,"1",2100000,"3","171","39","214","83","3","2","2",1008,"4",-37.79455,145.0947,"7","301"
"33972","24",4,"1",1950000,"8","171","39","214","83","4","2","2",836,"4",-37.78775,145.07043,"7","301"
"33974","24",4,"1",2350000,"8","171","39","214","83","4","2","4",919,"4",-37.79037,145.06571,"7","301"
"33975","24",4,"1",3100000,"1","106","39","214","83","4","3","1",836,"4",-37.79154,145.06912,"7","301"
"33977","24",5,"1",2000000,"8","214","39","214","83","4","2","2",918,"4",-37.8031,145.09304,"7","301"
"33979","29",3,"1",1600000,"6","51","39","67","161","3","2","3",805,"3",-37.97952,145.03148,"7","238"
"33980","29",3,"1",1540000,"3","151","39","67","161","3","2","2",616,"3",-37.97973,145.0308,"7","238"
"33981","29",3,"1",1905000,"3","51","39","67","161","3","1","2",763,"3",-37.97996,145.0292,"7","238"
"33983","29",4,"1",1800000,"8","151","39","67","161","4","2","2",1105,"3",-37.97677,145.03506,"7","238"
"33984","31",3,"1",815000,"3","246","39","206","66","3","1","2",612,"2",-37.75017,145.03497,"2","303"
"33985","32",3,"2",1300000,"8","171","39","23","171","3","2","2",275,"10",-37.92662,145.04846,"7","278"
"33986","32",3,"2",1002500,"3","171","39","23","171","3","2","2",239,"10",-37.93248,145.04219,"7","278"
"33987","32",4,"1",1390000,"3","51","39","23","171","4","2","2",833,"10",-37.92868,145.0314,"7","278"
"33988","32",3,"1",1395000,"3","51","39","23","171","3","1","2",697,"10",-37.93116,145.04078,"7","278"
"33989","32",3,"1",1526000,"3","57","39","23","171","3","1","2",739,"10",-37.92957,145.04234,"7","278"
"33990","32",4,"1",1660000,"3","384","39","23","171","4","2","4",605,"10",-37.9272,145.03458,"7","278"
"33991","32",4,"1",2050000,"3","171","39","23","171","4","2","4",599,"10",-37.92319,145.03368,"7","278"
"33993","32",4,"2",1280000,"3","51","39","23","171","4","3","2",375,"10",-37.92666,145.04993,"7","278"
"33994","33",2,"1",1610000,"1","51","39","44","134","2","1","2",981,"10",-37.93143,145.05011,"7","16"
"33995","33",4,"1",1250000,"3","171","39","44","134","4","2","4",639,"10",-37.92633,145.06609,"7","16"
"33997","33",4,"2",1150000,"8","119","39","44","134","4","3","2",303,"10",-37.91852,145.07436,"7","16"
"33999","34",5,"1",2300000,"3","24","39","148","203","5","3","2",4008,"7",-38.0162,145.34792,"3","71"
"34003","35",4,"1",2380000,"3","71","39","67","161","4","2","2",386,"3",-37.97261,145.01849,"7","129"
"34004","36",3,"1",1125000,"8","106","39","40","101","3","2","2",816,"30",-37.83178,145.16555,"2","253"
"34006","37",4,"1",980000,"3","24","39","40","101","4","3","2",605,"30",-37.80394,145.16754,"2","130"
"34007","38",3,"1",1070000,"6","24","39","40","101","3","1","3",661,"30",-37.83467,145.15089,"2","204"
"34008","43",3,"1",910000,"3","98","39","204","13","3","1","2",667,"18",-37.78816,144.84932,"8","171"
"34010","45",2,"1",1335000,"6","315","39","15","154","2","1","1",197,"3",-37.89911,144.9933,"7","10"
"34012","45",4,"1",2710000,"3","34","39","15","154","4","2","2",547,"3",-37.89538,145.00121,"7","10"
"34016","45",3,"2",1900000,"8","171","39","15","154","3","2","2",350,"3",-37.90664,145.00569,"7","10"
"34020","45",5,"1",3800000,"1","51","39","15","154","5","2","2",624,"3",-37.91852,144.99742,"7","10"
"34021","46",4,"2",1650000,"8","214","39","13","155","4","3","1",299,"3",-37.91795,145.01428,"7","282"
"34026","46",4,"1",2285000,"3","119","39","13","155","4","2","3",779,"3",-37.909,145.02241,"7","282"
"34027","46",4,"1",1900000,"8","214","39","13","155","4","2","2",626,"3",-37.90597,145.00969,"7","282"
"34030","46",3,"1",2420000,"3","139","39","13","155","3","1","2",652,"3",-37.92175,145.00748,"7","282"
"34031","46",4,"2",1800000,"3","214","39","13","155","4","2","2",291,"3",-37.91722,145.01261,"7","282"
"34033","46",3,"1",1705000,"3","119","39","13","155","3","1","2",601,"3",-37.90852,145.02104,"7","282"
"34035","46",3,"1",1905000,"3","214","39","13","155","3","1","2",652,"3",-37.93002,145.02145,"7","282"
"34036","47",3,"1",682500,"3","337","39","46","38","3","1","1",632,"13",-37.68858,144.93092,"4","200"
"34038","50",2,"1",1150000,"6","171","39","174","46","2","1","2",398,"26",-37.76032,144.95981,"4","30"
"34039","50",2,"1",805000,"1","246","39","174","46","2","1","0",186,"26",-37.77174,144.95277,"4","30"
"34040","50",3,"1",1035500,"3","219","39","174","46","3","1","0",375,"26",-37.76276,144.9535,"4","30"
"34041","50",3,"1",984000,"1","384","39","174","46","3","1","2",207,"26",-37.76422,144.96888,"4","30"
"34043","50",3,"1",1050000,"3","246","39","174","46","3","3","2",231,"26",-37.76252,144.95456,"4","30"
"34044","51",4,"1",1500000,"3","171","39","156","47","4","2","2",153,"26",-37.76998,144.97358,"4","246"
"34045","51",4,"1",2300000,"3","384","39","156","47","4","2","1",416,"26",-37.77766,144.97604,"4","246"
"34047","51",2,"1",986000,"3","246","39","156","47","2","1","2",191,"26",-37.77416,144.97289,"4","246"
"34048","52",2,"1",720000,"1","246","39","174","45","2","1","2",377,"26",-37.75702,144.93678,"4","284"
"34050","52",3,"1",1290000,"3","43","39","174","45","3","1","2",421,"26",-37.7676,144.94559,"4","284"
"34051","52",3,"1",1211000,"3","246","39","174","45","3","1","2",555,"26",-37.76703,144.94235,"4","284"
"34052","52",4,"2",950000,"1","24","39","174","45","4","2","2",263,"26",-37.75845,144.93448,"4","284"
"34053","54",3,"1",950000,"1","171","39","18","84","3","2","2",264,"17",-37.76548,145.08535,"2","207"
"34054","54",4,"2",1150000,"1","171","39","18","84","4","2","1",299,"17",-37.77443,145.0947,"2","207"
"34055","54",4,"1",1292000,"3","171","39","18","84","4","2","1",733,"17",-37.77716,145.09366,"2","207"
"34056","55",4,"1",865000,"3","292","39","168","183","4","2","0",42800,"16",-37.47154,144.53828,"5","112"
"34057","56",3,"1",817000,"3","24","39","28","68","3","1","2",550,"2",-37.6963,145.07767,"4","4"
"34058","56",3,"1",715000,"3","24","39","28","68","3","1","2",688,"2",-37.70233,145.06604,"4","4"
"34059","56",4,"1",921000,"3","387","39","28","68","4","2","2",556,"2",-37.6831,145.05981,"4","4"
"34060","56",3,"2",628000,"3","294","39","28","68","3","2","1",201,"2",-37.68442,145.07775,"4","4"
"34063","59",3,"1",660000,"3","387","39","52","17","3","2","2",415,"21",-37.73285,144.7578,"8","67"
"34064","60",3,"1",1725000,"3","294","39","14","97","3","2","2",766,"23",-37.849,145.11839,"7","250"
"34065","60",4,"1",1661000,"3","51","39","14","97","4","1","2",847,"23",-37.85236,145.1158,"7","250"
"34066","60",3,"1",1510000,"3","199","39","14","97","3","2","2",621,"23",-37.84484,145.10045,"7","250"
"34073","63",3,"1",1670000,"3","171","39","196","96","3","1","2",631,"4",-37.84899,145.09039,"7","331"
"34075","63",2,"1",1550000,"8","214","39","196","96","2","2","2",606,"4",-37.84764,145.09273,"7","331"
"34076","63",4,"1",2200000,"8","214","39","196","96","4","2","2",651,"4",-37.83989,145.06877,"7","331"
"34077","63",4,"1",2000000,"8","214","39","196","96","4","2","2",688,"4",-37.84842,145.08584,"7","331"
"34078","63",3,"1",1550000,"8","214","39","196","96","3","2","2",968,"4",-37.82901,145.06714,"7","331"
"34079","63",4,"1",2700000,"3","345","39","196","96","4","4","4",1071,"4",-37.84136,145.09452,"7","331"
"34080","63",4,"1",1625000,"3","171","39","196","96","4","2","2",650,"4",-37.84865,145.09152,"7","331"
"34081","63",3,"1",1888000,"3","51","39","196","96","3","1","2",770,"4",-37.84455,145.0931,"7","331"
"34085","63",5,"1",2650000,"8","139","39","196","96","5","3","6",677,"4",-37.8371,145.09231,"7","331"
"34086","65",3,"1",2430000,"3","214","39","202","98","3","1","2",650,"4",-37.82282,145.07807,"7","153"
"34087","65",5,"1",2900000,"8","171","39","202","98","5","3","3",824,"4",-37.82294,145.08129,"7","153"
"34091","67",3,"1",1700000,"8","246","39","129","44","3","1","1",176,"20",-37.7829,144.9727,"4","149"
"34093","67",2,"1",1030000,"3","246","39","129","44","2","2","1",107,"20",-37.78859,144.97301,"4","149"
"34094","68",3,"1",1410000,"3","171","39","11","133","3","1","2",594,"10",-37.88719,145.0506,"7","302"
"34098","68",5,"1",1630000,"3","214","39","11","133","5","3","2",743,"10",-37.89949,145.06272,"7","302"
"34099","69",4,"1",725000,"6","24","39","52","17","4","2","4",736,"21",-37.71012,144.73487,"8","298"
"34104","73",3,"1",1520000,"3","139","39","202","116","3","2","2",521,"10",-37.88212,145.04868,"7","263"
"34107","75",4,"1",1605000,"1","119","39","205","132","4","2","2",388,"10",-37.88957,145.01799,"7","228"
"34108","75",2,"1",1101000,"3","119","39","205","132","2","1","2",371,"10",-37.89221,145.027,"7","228"
"34110","76",3,"2",765000,"3","384","39","25","119","3","2","1",255,"23",-37.88267,145.10823,"7","170"
"34114","77",3,"1",1870000,"3","34","39","114","164","3","2","4",640,"14",-38.05213,145.11429,"6","187"
"34118","79",4,"1",1180000,"3","139","39","71","160","4","2","4",525,"3",-37.96963,145.08267,"7","342"
"34120","79",2,"2",880000,"3","255","39","71","160","2","2","2",263,"3",-37.95746,145.06888,"7","342"
"34122","79",3,"2",790000,"3","51","39","71","160","3","2","2",171,"3",-37.95653,145.06708,"7","342"
"34123","80",4,"1",830000,"6","57","39","115","92","4","2","2",531,"34",-37.75486,145.32901,"3","182"
"34124","81",4,"1",990000,"3","57","39","69","138","4","2","2",667,"14",-37.93764,145.10087,"6","125"
"34126","83",3,"1",1100000,"3","51","39","69","138","3","1","1",726,"14",-37.93117,145.11288,"6","218"
"34129","84",4,"1",1369000,"3","294","39","130","56","4","2","1",174,"33",-37.79335,144.98857,"4","142"
"34130","84",4,"1",2000000,"3","246","39","130","56","4","1","2",453,"33",-37.78894,145.00084,"4","142"
"34131","86",3,"1",1100000,"8","246","39","188","48","3","2","1",387,"8",-37.73367,144.95687,"4","19"
"34132","86",4,"1",1300000,"3","24","39","188","48","4","2","0",406,"8",-37.74601,144.94799,"4","19"
"34133","86",3,"1",1200000,"1","292","39","188","48","3","1","3",536,"8",-37.75008,144.97759,"4","19"
"34135","86",3,"1",865000,"3","24","39","188","48","3","1","2",465,"8",-37.74793,144.97692,"4","19"
"34137","86",3,"1",1238000,"3","294","39","188","48","3","1","4",574,"8",-37.73932,144.96204,"4","19"
"34138","86",4,"2",1082000,"3","384","39","188","48","4","2","4",254,"8",-37.73715,144.97044,"4","19"
"34139","86",3,"1",1035000,"3","246","39","188","48","3","1","2",375,"8",-37.75339,144.97687,"4","19"
"34140","86",3,"1",810000,"8","43","39","188","48","3","2","1",182,"8",-37.74319,144.97717,"4","19"
"34141","87",4,"1",745000,"1","43","39","188","48","4","1","1",610,"8",-37.71984,144.96735,"4","163"
"34143","87",4,"1",1425000,"3","337","39","188","48","4","1","4",950,"8",-37.73075,144.96373,"4","163"
"34147","91",4,"1",715000,"3","294","39","90","52","4","2","2",576,"13",-37.59928,144.90109,"4","58"
"34148","91",3,"1",535000,"1","24","39","90","52","3","2","2",578,"13",-37.58918,144.94001,"4","58"
"34149","91",3,"1",455000,"3","24","39","90","52","3","2","2",293,"13",-37.59962,144.89789,"4","58"
"34151","91",3,"1",542000,"3","387","39","90","52","3","2","1",514,"13",-37.60139,144.92488,"4","58"
"34152","91",3,"1",594000,"3","24","39","90","52","3","2","2",459,"13",-37.58023,144.91104,"4","58"
"34153","91",4,"1",520000,"8","24","39","90","52","4","2","2",448,"13",-37.57027,144.91699,"4","58"
"34154","91",3,"1",472000,"3","327","39","90","52","3","2","1",238,"13",-37.56692,144.90448,"4","58"
"34155","91",3,"1",515000,"3","24","39","90","52","3","1","2",495,"13",-37.58131,144.93038,"4","58"
"34157","91",4,"1",710000,"3","294","39","90","52","4","2","2",576,"13",-37.57914,144.9041,"4","58"
